,human_ncbi_id,xenDB_id,frog_gene_name,frog_gene_description,human gene name,Ensembl GeneIDs,xenDB_geneID,frog_ncbi
8125,4241,XB-GENEPAGE-968180,MELTF,melanotransferrin,MELTF,ENSG00000163975,XB-GENE-17342111,XM_041564805
8126,51455,XB-GENEPAGE-968196,REV1,"REV1, DNA directed polymerase",REV1,ENSG00000135945,XB-GENE-968200,XM_018248189
8127,51455,XB-GENEPAGE-968196,REV1,"REV1, DNA directed polymerase",REV1,ENSG00000135945,XB-GENE-968200,XM_041583072
8128,11320,XB-GENEPAGE-968211,MGAT4A,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",MGAT4A,ENSG00000071073,XB-GENE-17342666,XM_018249799
8129,11320,XB-GENEPAGE-968211,MGAT4A,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",MGAT4A,ENSG00000071073,XB-GENE-17342666,XM_018249800
8130,11320,XB-GENEPAGE-968211,MGAT4A,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",MGAT4A,ENSG00000071073,XB-GENE-17342666,XM_018249801
8131,54737,XB-GENEPAGE-968246,MPHOSPH8,M-phase phosphoprotein 8,MPHOSPH8,ENSG00000196199,XB-GENE-17333358,XM_018250303
8132,54737,XB-GENEPAGE-968246,MPHOSPH8,M-phase phosphoprotein 8,MPHOSPH8,ENSG00000196199,XB-GENE-17333358,XM_018250304
8133,54737,XB-GENEPAGE-968246,MPHOSPH8,M-phase phosphoprotein 8,MPHOSPH8,ENSG00000196199,XB-GENE-17333358,XM_018250305
8134,6873,XB-GENEPAGE-968253,TAF2,TATA-box binding protein associated factor 2,TAF2,ENSG00000064313,XB-GENE-968257,XM_018223920
8135,6873,XB-GENEPAGE-968253,TAF2,TATA-box binding protein associated factor 2,TAF2,ENSG00000064313,XB-GENE-968257,XM_018223921
8136,7187,XB-GENEPAGE-968261,TRAF3,TNF receptor associated factor 3,TRAF3,ENSG00000131323,XB-GENE-17333930,XM_018232321
8137,7187,XB-GENEPAGE-968261,TRAF3,TNF receptor associated factor 3,TRAF3,ENSG00000131323,XB-GENE-17333930,XM_018232322
8138,6668,XB-GENEPAGE-968273,SP2,Sp2 transcription factor,SP2,ENSG00000167182,XB-GENE-968279,XM_018237627
8139,6668,XB-GENEPAGE-968273,SP2,Sp2 transcription factor,SP2,ENSG00000167182,XB-GENE-968279,XM_018237628
8140,6668,XB-GENEPAGE-968273,SP2,Sp2 transcription factor,SP2,ENSG00000167182,XB-GENE-968279,XM_041577875
8141,6668,XB-GENEPAGE-968273,SP2,Sp2 transcription factor,SP2,ENSG00000167182,XB-GENE-968279,XM_041577876
8142,6668,XB-GENEPAGE-968273,SP2,Sp2 transcription factor,SP2,ENSG00000167182,XB-GENE-968279,XM_041577877
8143,11193,XB-GENEPAGE-968285,WBP4,WW domain binding protein 4,WBP4,ENSG00000120688,XB-GENE-17332144,XM_041583171
8144,11193,XB-GENEPAGE-968285,WBP4,WW domain binding protein 4,WBP4,ENSG00000120688,XB-GENE-17332144,XM_041583172
8145,11193,XB-GENEPAGE-968285,WBP4,WW domain binding protein 4,WBP4,ENSG00000120688,XB-GENE-17332144,XM_041583173
8146,11215,XB-GENEPAGE-968299,AKAP11,A-kinase anchoring protein 11,AKAP11,ENSG00000023516,XB-GENE-6487248,XM_018249936
8147,11215,XB-GENEPAGE-968299,AKAP11,A-kinase anchoring protein 11,AKAP11,ENSG00000023516,XB-GENE-6487248,XM_018249937
8148,11215,XB-GENEPAGE-968299,AKAP11,A-kinase anchoring protein 11,AKAP11,ENSG00000023516,XB-GENE-6487248,XM_018249938
8149,11215,XB-GENEPAGE-968299,AKAP11,A-kinase anchoring protein 11,AKAP11,ENSG00000023516,XB-GENE-6487248,XM_018249939
8150,7541,XB-GENEPAGE-968314,ZBTB14,zinc finger and BTB domain containing 14,ZBTB14,ENSG00000198081,XB-GENE-17339434,XM_018224195
8151,7541,XB-GENEPAGE-968314,ZBTB14,zinc finger and BTB domain containing 14,ZBTB14,ENSG00000198081,XB-GENE-17339434,XM_018224196
8152,133584,XB-GENEPAGE-968341,EGFLAM,"EGF-like, fibronectin type III and laminin G domains",EGFLAM,ENSG00000164318,XB-GENE-17331795,XM_018244515
8153,133584,XB-GENEPAGE-968341,EGFLAM,"EGF-like, fibronectin type III and laminin G domains",EGFLAM,ENSG00000164318,XB-GENE-17331795,XM_018244516
8154,133584,XB-GENEPAGE-968341,EGFLAM,"EGF-like, fibronectin type III and laminin G domains",EGFLAM,ENSG00000164318,XB-GENE-17331795,XM_041580588
8155,133584,XB-GENEPAGE-968341,EGFLAM,"EGF-like, fibronectin type III and laminin G domains",EGFLAM,ENSG00000164318,XB-GENE-17331795,XM_041580590
8156,57649,XB-GENEPAGE-968348,PHF12,PHD finger protein 12,PHF12,ENSG00000109118,XB-GENE-968354,XM_018248040
8157,131474,XB-GENEPAGE-968361,CHCHD4,coiled-coil-helix-coiled-coil-helix domain containing 4,CHCHD4,ENSG00000163528,XB-GENE-6255306,XM_018259677
8158,131474,XB-GENEPAGE-968361,CHCHD4,coiled-coil-helix-coiled-coil-helix domain containing 4,CHCHD4,ENSG00000163528,XB-GENE-6255306,XM_041591380
8159,221302,XB-GENEPAGE-968375,ZUP1,zinc finger containing ubiquitin peptidase 1,ZUP1,ENSG00000153975,XB-GENE-968381,XM_018264445
8160,30811,XB-GENEPAGE-968417,HUNK,hormonally up-regulated Neu-associated kinase,HUNK,ENSG00000142149,XB-GENE-17345790,XM_018248873
8161,30811,XB-GENEPAGE-968417,HUNK,hormonally up-regulated Neu-associated kinase,HUNK,ENSG00000142149,XB-GENE-17345790,XM_041583397
8162,9900,XB-GENEPAGE-968428,SV2A,synaptic vesicle glycoprotein 2A,SV2A,ENSG00000159164,XB-GENE-17337037,XM_018233462
8163,9900,XB-GENEPAGE-968428,SV2A,synaptic vesicle glycoprotein 2A,SV2A,ENSG00000159164,XB-GENE-17337037,XM_018233462
8164,56957,XB-GENEPAGE-968435,OTUD7B,OTU deubiquitinase 7B,OTUD7B,ENSG00000264522,XB-GENE-17345201,XM_018233464
8165,56957,XB-GENEPAGE-968435,OTUD7B,OTU deubiquitinase 7B,OTUD7B,ENSG00000264522,XB-GENE-17345201,XM_018233465
8166,10628,XB-GENEPAGE-968441,TXNIP,thioredoxin interacting protein,TXNIP,ENSG00000265972,XB-GENE-17338825,XM_018233458
8167,30000,XB-GENEPAGE-968451,TNPO2,transportin 2,TNPO2,ENSG00000105576,XB-GENE-17329970,XM_018239525
8168,30000,XB-GENEPAGE-968451,TNPO2,transportin 2,TNPO2,ENSG00000105576,XB-GENE-17329970,XM_018239527
8169,114823,XB-GENEPAGE-968475,LENG8,leukocyte receptor cluster (LRC) member 8,LENG8,ENSG00000167615,XB-GENE-17331239,XM_018228173
8170,114823,XB-GENEPAGE-968475,LENG8,leukocyte receptor cluster (LRC) member 8,LENG8,ENSG00000167615,XB-GENE-17331239,XM_018228174
8171,114823,XB-GENEPAGE-968475,LENG8,leukocyte receptor cluster (LRC) member 8,LENG8,ENSG00000167615,XB-GENE-17331239,XM_041571601
8172,114823,XB-GENEPAGE-968475,LENG8,leukocyte receptor cluster (LRC) member 8,LENG8,ENSG00000167615,XB-GENE-17331239,XM_041571602
8173,114823,XB-GENEPAGE-968475,LENG8,leukocyte receptor cluster (LRC) member 8,LENG8,ENSG00000167615,XB-GENE-17331239,XM_041571603
8174,51077,XB-GENEPAGE-968524,FCF1,"FCF1, rRNA-processing protein",FCF1,ENSG00000119616,XB-GENE-17334360,XM_018232457
8175,55008,XB-GENEPAGE-968555,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,HERC6,ENSG00000138642,XB-GENE-968559,XM_018236939
8176,55008,XB-GENEPAGE-968555,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,HERC6,ENSG00000138642,XB-GENE-968559,XM_018236947
8177,55008,XB-GENEPAGE-968555,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,HERC6,ENSG00000138642,XB-GENE-968559,XM_018236955
8178,55008,XB-GENEPAGE-968555,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,HERC6,ENSG00000138642,XB-GENE-968559,XM_018236963
8179,26234,XB-GENEPAGE-968564,FBXL5,F-box and leucine-rich repeat protein 5,FBXL5,ENSG00000118564,XB-GENE-17335521,XM_041579408
8180,5860,XB-GENEPAGE-968578,QDPR,quinoid dihydropteridine reductase,QDPR,ENSG00000151552,XB-GENE-968584,XM_041576681
8181,2785,XB-GENEPAGE-968596,GNG3,"guanine nucleotide binding protein (G protein), gamma 3",GNG3,ENSG00000162188,XB-GENE-6486267,XM_018260050
8182,2785,XB-GENEPAGE-968596,GNG3,"guanine nucleotide binding protein (G protein), gamma 3",GNG3,ENSG00000162188,XB-GENE-6486267,XM_041560773
8183,2785,XB-GENEPAGE-968596,GNG3,"guanine nucleotide binding protein (G protein), gamma 3",GNG3,ENSG00000162188,XB-GENE-6486267,XM_041560774
8184,2785,XB-GENEPAGE-968596,GNG3,"guanine nucleotide binding protein (G protein), gamma 3",GNG3,ENSG00000162188,XB-GENE-6486267,XM_041560775
8185,51454,XB-GENEPAGE-968616,GULP1,GULP PTB domain containing engulfment adaptor 1,GULP1,ENSG00000144366,XB-GENE-17339792,XM_018239028
8186,51454,XB-GENEPAGE-968616,GULP1,GULP PTB domain containing engulfment adaptor 1,GULP1,ENSG00000144366,XB-GENE-17339792,XM_018239029
8187,51454,XB-GENEPAGE-968616,GULP1,GULP PTB domain containing engulfment adaptor 1,GULP1,ENSG00000144366,XB-GENE-17339792,XM_018239030
8188,23154,XB-GENEPAGE-968619,NCDN,neurochondrin,NCDN,ENSG00000020129,XB-GENE-968623,XM_041583199
8189,79846,XB-GENEPAGE-968712,CFAP69,cilia and flagella associated protein 69,CFAP69,ENSG00000105792,XB-GENE-17333357,XM_018268775
8190,79846,XB-GENEPAGE-968712,CFAP69,cilia and flagella associated protein 69,CFAP69,ENSG00000105792,XB-GENE-17333357,XM_018268775
8191,79846,XB-GENEPAGE-968712,CFAP69,cilia and flagella associated protein 69,CFAP69,ENSG00000105792,XB-GENE-17333357,XM_041567441
8192,79846,XB-GENEPAGE-968712,CFAP69,cilia and flagella associated protein 69,CFAP69,ENSG00000105792,XB-GENE-17333357,XM_041567442
8193,79846,XB-GENEPAGE-968712,CFAP69,cilia and flagella associated protein 69,CFAP69,ENSG00000105792,XB-GENE-17333357,XM_041567443
8194,55072,XB-GENEPAGE-968730,RNF31,ring finger protein 31,RNF31,ENSG00000092098,XB-GENE-968737,XM_018240075
8195,55072,XB-GENEPAGE-968730,RNF31,ring finger protein 31,RNF31,ENSG00000092098,XB-GENE-968737,XM_018240084
8196,55072,XB-GENEPAGE-968730,RNF31,ring finger protein 31,RNF31,ENSG00000092098,XB-GENE-968737,XM_018240092
8197,55072,XB-GENEPAGE-968730,RNF31,ring finger protein 31,RNF31,ENSG00000092098,XB-GENE-968737,XM_018240101
8198,51377,XB-GENEPAGE-968742,UCHL5,ubiquitin C-terminal hydrolase L5,UCHL5,ENSG00000116750,XB-GENE-17340311,XM_018261159
8199,5997,XB-GENEPAGE-968775,RGS2,regulator of G-protein signaling 2,RGS2,ENSG00000116741,XB-GENE-17331536,XM_018261158
8200,6223,XB-GENEPAGE-968798,RPS19,ribosomal protein S19,RPS19,ENSG00000105372,XB-GENE-968803,XM_018241708
8201,6223,XB-GENEPAGE-968798,RPS19,ribosomal protein S19,RPS19,ENSG00000105372,XB-GENE-968803,XM_041570384
8202,7515,XB-GENEPAGE-968808,XRCC1,X-ray repair complementing defective repair in Chinese hamster cells 1,XRCC1,ENSG00000073050,XB-GENE-17331534,XM_041571667
8203,80351,XB-GENEPAGE-968818,TNKS2,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",TNKS2,ENSG00000107854,XB-GENE-5828061,XM_018227499
8204,64850,XB-GENEPAGE-968830,ETNPPL,ethanolamine-phosphate phospho-lyase,ETNPPL,ENSG00000164089,XB-GENE-17339143,XM_018243339
8205,381,XB-GENEPAGE-968851,ARF5,ADP ribosylation factor 5,ARF5,ENSG00000004059,XB-GENE-17338477,XM_018268970
8206,381,XB-GENEPAGE-968851,ARF5,ADP ribosylation factor 5,ARF5,ENSG00000004059,XB-GENE-17338477,XM_018268971
8207,381,XB-GENEPAGE-968851,ARF5,ADP ribosylation factor 5,ARF5,ENSG00000004059,XB-GENE-17338477,XM_018268972
8208,381,XB-GENEPAGE-968851,ARF5,ADP ribosylation factor 5,ARF5,ENSG00000004059,XB-GENE-17338477,XM_041567327
8209,57165,XB-GENEPAGE-968863,GJC2,gap junction protein gamma 2,GJC2,ENSG00000198835,XB-GENE-6489279,XM_018268974
8210,57165,XB-GENEPAGE-968863,GJC2,gap junction protein gamma 2,GJC2,ENSG00000198835,XB-GENE-6489279,XM_041567334
8211,8204,XB-GENEPAGE-968870,NRIP1,nuclear receptor interacting protein 1,NRIP1,ENSG00000180530,XB-GENE-968876,XM_018248159
8212,8204,XB-GENEPAGE-968870,NRIP1,nuclear receptor interacting protein 1,NRIP1,ENSG00000180530,XB-GENE-968876,XM_018248160
8213,347735,XB-GENEPAGE-968900,SERINC2,serine incorporator 2,SERINC2,ENSG00000168528,XB-GENE-17344560,XM_018249469
8214,347735,XB-GENEPAGE-968900,SERINC2,serine incorporator 2,SERINC2,ENSG00000168528,XB-GENE-17344560,XM_018249470
8215,22955,XB-GENEPAGE-968910,SCMH1,Scm polycomb group protein homolog 1,SCMH1,ENSG00000010803,XB-GENE-17336467,XM_018248153
8216,22955,XB-GENEPAGE-968910,SCMH1,Scm polycomb group protein homolog 1,SCMH1,ENSG00000010803,XB-GENE-17336467,XM_018248154
8217,5724,XB-GENEPAGE-968924,PTAFR,platelet activating factor receptor,PTAFR,ENSG00000169403,XB-GENE-17345198,XM_018249471
8218,5724,XB-GENEPAGE-968924,PTAFR,platelet activating factor receptor,PTAFR,ENSG00000169403,XB-GENE-17345198,XM_018249472
8219,64101,XB-GENEPAGE-968936,LRRC4,leucine rich repeat containing 4,LRRC4,ENSG00000128594,XB-GENE-17338225,XM_018255652
8220,6692,XB-GENEPAGE-968961,SPINT1,"serine peptidase inhibitor, Kunitz type 1",SPINT1,ENSG00000166145,XB-GENE-17333970,XM_041574355
8221,6692,XB-GENEPAGE-968961,SPINT1,"serine peptidase inhibitor, Kunitz type 1",SPINT1,ENSG00000166145,XB-GENE-17333970,XM_041574356
8222,26151,XB-GENEPAGE-968972,NAT9,N-acetyltransferase 9,NAT9,ENSG00000109065,XB-GENE-17335873,XM_018238493
8223,26151,XB-GENEPAGE-968972,NAT9,N-acetyltransferase 9,NAT9,ENSG00000109065,XB-GENE-17335873,XM_018238496
8224,26151,XB-GENEPAGE-968972,NAT9,N-acetyltransferase 9,NAT9,ENSG00000109065,XB-GENE-17335873,XM_041579145
8225,26151,XB-GENEPAGE-968972,NAT9,N-acetyltransferase 9,NAT9,ENSG00000109065,XB-GENE-17335873,XM_041579146
8226,26151,XB-GENEPAGE-968972,NAT9,N-acetyltransferase 9,NAT9,ENSG00000109065,XB-GENE-17335873,XM_041579147
8227,8273,XB-GENEPAGE-968979,SLC10A3,solute carrier family 10 member 3,SLC10A3,ENSG00000126903,XB-GENE-6486728,XM_018232741
8228,60343,XB-GENEPAGE-968989,FAM3A,FAM3 metabolism regulating signaling molecule A,FAM3A,ENSG00000071889,XB-GENE-17342156,XM_018232133
8229,60343,XB-GENEPAGE-968989,FAM3A,FAM3 metabolism regulating signaling molecule A,FAM3A,ENSG00000071889,XB-GENE-17342156,XM_018232135
8230,60343,XB-GENEPAGE-968989,FAM3A,FAM3 metabolism regulating signaling molecule A,FAM3A,ENSG00000071889,XB-GENE-17342156,XM_041574328
8231,60343,XB-GENEPAGE-968989,FAM3A,FAM3 metabolism regulating signaling molecule A,FAM3A,ENSG00000071889,XB-GENE-17342156,XM_041574329
8232,7782,XB-GENEPAGE-969003,SLC30A4,"solute carrier family 30 (zinc transporter), member 4",SLC30A4,ENSG00000104154,XB-GENE-17334640,XM_018255404
8233,9101,XB-GENEPAGE-969022,USP8,ubiquitin specific peptidase 8,USP8,ENSG00000138592,XB-GENE-17334011,XM_018255399
8234,9101,XB-GENEPAGE-969022,USP8,ubiquitin specific peptidase 8,USP8,ENSG00000138592,XB-GENE-17334011,XM_018255400
8235,6301,XB-GENEPAGE-969039,SARS1,seryl-tRNA synthetase 1,SARS1,ENSG00000031698,XB-GENE-17342742,XM_018249389
8236,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_018248238
8237,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_018248239
8238,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_018248240
8239,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_018248241
8240,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_018248242
8241,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583090
8242,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583091
8243,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583092
8244,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583093
8245,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583094
8246,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583095
8247,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583096
8248,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583097
8249,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583098
8250,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583099
8251,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583100
8252,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583101
8253,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583102
8254,4666,XB-GENEPAGE-969061,NACA,nascent polypeptide associated complex subunit alpha,NACA,ENSG00000196531,XB-GENE-969068,XM_041583103
8255,5557,XB-GENEPAGE-969074,PRIM1,DNA primase subunit 1,PRIM1,ENSG00000198056,XB-GENE-969081,XM_041582998
8256,5557,XB-GENEPAGE-969074,PRIM1,DNA primase subunit 1,PRIM1,ENSG00000198056,XB-GENE-969081,XM_041582999
8257,6613,XB-GENEPAGE-969138,SUMO2,small ubiquitin-like modifier 2,SUMO2,ENSG00000188612,XB-GENE-969144,XM_018237454
8258,85451,XB-GENEPAGE-969152,UNK,unkempt family zinc finger,UNK,ENSG00000132478,XB-GENE-969158,XM_018238527
8259,85451,XB-GENEPAGE-969152,UNK,unkempt family zinc finger,UNK,ENSG00000132478,XB-GENE-969158,XM_018238528
8260,85451,XB-GENEPAGE-969152,UNK,unkempt family zinc finger,UNK,ENSG00000132478,XB-GENE-969158,XM_018238529
8261,85451,XB-GENEPAGE-969152,UNK,unkempt family zinc finger,UNK,ENSG00000132478,XB-GENE-969158,XM_041578907
8262,30850,XB-GENEPAGE-969162,CDR2L,cerebellar degeneration-related protein 2-like,CDR2L,ENSG00000109089,XB-GENE-6488151,XM_018238506
8263,84294,XB-GENEPAGE-969169,UTP23,"UTP23, small subunit processome component",UTP23,ENSG00000147679,XB-GENE-17330666,XM_041567999
8264,25873,XB-GENEPAGE-969191,RPL36,ribosomal protein L36,RPL36,ENSG00000130255,XB-GENE-17339540,XM_018243507
8265,30837,XB-GENEPAGE-969203,SOCS7,suppressor of cytokine signaling 7,SOCS7,ENSG00000274211,XB-GENE-17343719,XM_018238013
8266,22794,XB-GENEPAGE-969210,CASC3,"CASC3, exon junction complex subunit",CASC3,ENSG00000108349,XB-GENE-969217,XM_041577709
8267,22794,XB-GENEPAGE-969210,CASC3,"CASC3, exon junction complex subunit",CASC3,ENSG00000108349,XB-GENE-969217,XM_041577710
8268,7319,XB-GENEPAGE-969235,UBE2A,ubiquitin conjugating enzyme E2 A,UBE2A,ENSG00000077721,XB-GENE-17336213,XM_018233041
8269,7319,XB-GENEPAGE-969235,UBE2A,ubiquitin conjugating enzyme E2 A,UBE2A,ENSG00000077721,XB-GENE-17336213,XM_018233041
8270,7512,XB-GENEPAGE-969248,XPNPEP2,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",XPNPEP2,ENSG00000122121,XB-GENE-17344913,XM_018233051
8271,205251,XB-GENEPAGE-969258,MTLN,mitoregulin,MTLN,ENSG00000175701,XB-GENE-17336771,XM_041564367
8272,9531,XB-GENEPAGE-969276,BAG3,BAG cochaperone 3,BAG3,ENSG00000151929,XB-GENE-17337358,XM_018227255
8273,6183,XB-GENEPAGE-969290,MRPS12,mitochondrial ribosomal protein S12,MRPS12,ENSG00000128626,XB-GENE-17333140,XM_018233362
8274,6183,XB-GENEPAGE-969290,MRPS12,mitochondrial ribosomal protein S12,MRPS12,ENSG00000128626,XB-GENE-17333140,XM_018233363
8275,6183,XB-GENEPAGE-969290,MRPS12,mitochondrial ribosomal protein S12,MRPS12,ENSG00000128626,XB-GENE-17333140,XM_041575350
8276,137492,XB-GENEPAGE-969333,VPS37A,vacuolar protein sorting 37 homolog A,VPS37A,ENSG00000155975,XB-GENE-17343935,XM_041572093
8277,195827,XB-GENEPAGE-969376,PRXL2C,peroxiredoxin like 2C,PRXL2C,ENSG00000158122,XB-GENE-6253942,XM_018232024
8278,90379,XB-GENEPAGE-969386,DCAF15,DDB1 and CUL4 associated factor 15,DCAF15,ENSG00000132017,XB-GENE-17345210,XM_018239653
8279,90379,XB-GENEPAGE-969386,DCAF15,DDB1 and CUL4 associated factor 15,DCAF15,ENSG00000132017,XB-GENE-17345210,XM_018239654
8280,8192,XB-GENEPAGE-969407,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit,CLPP,ENSG00000125656,XB-GENE-17340648,XM_018239644
8281,51477,XB-GENEPAGE-969418,ISYNA1,inositol-3-phosphate synthase 1,ISYNA1,ENSG00000105655,XB-GENE-969423,XM_018232801
8282,10383,XB-GENEPAGE-969446,TUBB4B,tubulin beta 4B class IVb,TUBB4B,ENSG00000188229,XB-GENE-17341812,XM_041574069
8283,135293,XB-GENEPAGE-969481,PM20D2,peptidase M20 domain containing 2,PM20D2,ENSG00000146281,XB-GENE-6488743,XM_041564654
8284,1361,XB-GENEPAGE-969490,CPB2,carboxypeptidase B2,CPB2,ENSG00000080618,XB-GENE-17330040,XM_018249956
8285,56894,XB-GENEPAGE-969506,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,AGPAT3,ENSG00000160216,XB-GENE-969512,XM_018248362
8286,56894,XB-GENEPAGE-969506,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,AGPAT3,ENSG00000160216,XB-GENE-969512,XM_041583188
8287,1295,XB-GENEPAGE-969519,COL8A1,"collagen, type VIII, alpha 1",COL8A1,ENSG00000144810,XB-GENE-6488420,XM_018248831
8288,1295,XB-GENEPAGE-969519,COL8A1,"collagen, type VIII, alpha 1",COL8A1,ENSG00000144810,XB-GENE-6488420,XM_041583350
8289,29985,XB-GENEPAGE-969592,SLC39A3,solute carrier family 39 member 3,SLC39A3,ENSG00000141873,XB-GENE-17333444,XM_018243598
8290,29985,XB-GENEPAGE-969592,SLC39A3,solute carrier family 39 member 3,SLC39A3,ENSG00000141873,XB-GENE-17333444,XM_018243599
8291,29985,XB-GENEPAGE-969592,SLC39A3,solute carrier family 39 member 3,SLC39A3,ENSG00000141873,XB-GENE-17333444,XM_041579896
8292,2788,XB-GENEPAGE-969600,GNG7,"guanine nucleotide binding protein (G protein), gamma 7",GNG7,ENSG00000176533,XB-GENE-969606,XM_041572660
8293,2788,XB-GENEPAGE-969600,GNG7,"guanine nucleotide binding protein (G protein), gamma 7",GNG7,ENSG00000176533,XB-GENE-969606,XM_041572664
8294,2788,XB-GENEPAGE-969600,GNG7,"guanine nucleotide binding protein (G protein), gamma 7",GNG7,ENSG00000176533,XB-GENE-969606,XM_041572666
8295,2788,XB-GENEPAGE-969600,GNG7,"guanine nucleotide binding protein (G protein), gamma 7",GNG7,ENSG00000176533,XB-GENE-969606,XM_041572667
8296,2788,XB-GENEPAGE-969600,GNG7,"guanine nucleotide binding protein (G protein), gamma 7",GNG7,ENSG00000176533,XB-GENE-969606,XM_041572668
8297,5082,XB-GENEPAGE-969620,PDCL,phosducin like,PDCL,ENSG00000136940,XB-GENE-17333659,XM_018232889
8298,5082,XB-GENEPAGE-969620,PDCL,phosducin like,PDCL,ENSG00000136940,XB-GENE-17333659,XM_018232890
8299,2274,XB-GENEPAGE-969631,FHL2,four and a half LIM domains 2,FHL2,ENSG00000115641,XB-GENE-17342198,XM_018249789
